"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Piracuruca (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"262";"-";"-";"-";"-";"35";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"35";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Piripiri (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"47";"-";"-";"135";"-";"-";"-";"...";"-";"-";"-";"-";"...";"60";"...";"-";"78";"-";"-";"-";"-";"65";"-";"-";"-";"-";"539";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"52";"35";"-";"-";"617";"-";"252";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"266";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto Alegre do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"126";"483";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"735";"-";"-";"-";"-";"-";"-";"-";"1818";"-";"-";"-";"-";"-";"-";"-";"-"
"Prata do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"22";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"36";"56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"53";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Queimada Nova (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"385";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Redenção do Gurguéia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"90";"-";"-";"-";"...";"-";"-";"-";"-";"...";"180";"...";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1325";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"-";"100";"-";"82";"-";"-";"-";"-";"-";"-";"-";"1301";"-";"-";"-";"-";"-";"-";"-";"-"
"Regeneração (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"988";"-";"-";"464";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"9";"235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"300";"-";"-";"-";"-";"-";"1238";"-";"-";"-";"-";"-";"-";"-";"4545";"-";"-";"-";"-";"-";"-";"-";"-"
"Riacho Frio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"5";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeiro Gonçalves (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2850";"-";"-";"180";"-";"-";"-";"...";"-";"-";"-";"-";"...";"248";"...";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"27";"1187";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"454";"-";"-";"-";"-";"-";"23636";"-";"-";"-";"-";"-";"-";"-";"122832";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio Grande do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"60";"-";"-";"18";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"...";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"690";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"13";"-";"378";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"758";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz dos Milagres (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"46";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Filomena (PI)";"-";"-";"...";"...";"-";"4095";"-";"-";"4014";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"391";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"882";"-";"-";"-";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"124";"32";"-";"-";"-";"-";"4902";"-";"-";"-";"-";"-";"-";"-";"64193";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Luz (PI)";"-";"-";"...";"...";"-";"-";"-";"9";"5";"-";"-";"210";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20";"...";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"14";"797";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"-";"-";"135";"14";"-";"-";"11";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"27";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"178";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"320";"-";"-";"-";"-";"-"
"Santa Rosa do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"142";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"187";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Lisboa (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"624";"-";"-";"-";"-";"-";"-";"-";"-";"-";"770";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"52";"-";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio dos Milagres (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"180";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Inácio do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Braz do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"15";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"85";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco de Assis do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"314";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"880";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"1468";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Gurguéia (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"330";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"28";"-";"-";"-";"-";"1446";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"49";"-";"-";"-";"146";"-";"539";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"176";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"115";"-";"-";"-";"125";"-";"173";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Canabrava (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"29";"...";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Fronteira (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"59";"-";"-";"-";"-";"-";"-";"-";"-";"-";"336";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"28";"-";"99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Serra (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"147";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Varjota (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"18";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"35";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"267";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"103";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Arraial (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"59";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"19";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"20";"-";"-";"-";"-";"6";"-";"-";"-";"375";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"80";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"690"
"São José do Divino (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"323";"-";"-";"100";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"194";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"-";"35";"-";"-";"84";"-";"116";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Peixe (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"39";"-";"-";"-";"-";"-";"150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1";"-";"-";"24";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"219";"-";"-";"-";"-";"15";"-";"-";"-";"-";"1638";"-";"-";"-";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"41";"18";"-";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Julião (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"162";"-";"-";"-";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Lourenço do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luis do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel da Baixa Grande (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"17";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Fidalgo (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"8";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"169";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Tapuio (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"727";"...";"-";"36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"651";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"102";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Pedro do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"203";"-";"-";"130";"-";"-";"-";"...";"-";"-";"-";"-";"...";"50";"...";"-";"75";"-";"-";"-";"-";"62";"-";"-";"-";"81";"297";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"567";"78";"-";"-";"625";"-";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Raimundo Nonato (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"164";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Barros (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"178";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Leal (PI)";"-";"-";"...";"...";"-";"12730";"-";"-";"200";"-";"-";"30";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"406";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"-";"-";"-";"-";"10933";"-";"-";"-";"-";"-";"-";"-";"20316";"-";"-";"-";"-";"-";"-";"-";"-"
"Sigefredo Pacheco (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"510";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4";"-";"-";"-";"-";"-";"89";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simões (PI)";"-";"-";"...";"...";"-";"34";"-";"-";"-";"-";"-";"11";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"140";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3600";"-";"-";"-";"98";"-";"85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simplício Mendes (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"216";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"239";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Socorro do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sussuapara (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"50";"-";"-";"900";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"8";"-";"-";"-";"-";"60";"-";"-";"-";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"80";"-";"-";"72";"-";"76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"305";"-";"-";"-";"-";"-"
"Tamboril do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"12";"-";"-";"-";"...";"-";"-";"-";"-";"...";"8";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"98";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"66";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"24";"...";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"621";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Teresina (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"117";"-";"-";"231";"10";"-";"-";"...";"-";"-";"-";"-";"...";"14409";"...";"-";"37";"-";"-";"-";"-";"979";"-";"-";"-";"5";"200";"-";"-";"-";"90";"-";"-";"400";"85";"-";"-";"-";"419";"-";"55";"180";"90";"-";"166";"-";"160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"102";"-";"-";"-";"-";"6";"-"
"União (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"597";"-";"-";"32";"-";"-";"-";"...";"-";"-";"-";"-";"...";"20589";"...";"-";"32";"-";"-";"-";"-";"19";"-";"-";"-";"9";"499";"-";"-";"-";"-";"-";"-";"105";"-";"-";"-";"-";"-";"-";"390";"46";"-";"-";"450";"-";"478";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuí (PI)";"-";"-";"...";"...";"-";"4640";"-";"-";"6822";"-";"-";"30";"-";"-";"-";"...";"-";"-";"-";"-";"...";"50";"...";"-";"600";"-";"-";"-";"-";"-";"-";"-";"-";"81";"20087";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"120535";"-";"-";"-";"-";"-";"-";"-";"159897";"-";"-";"-";"-";"-";"-";"-";"-"
"Valença do Piauí (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"17";"-";"-";"1000";"-";"-";"-";"...";"-";"-";"-";"-";"...";"84";"...";"-";"250";"-";"-";"-";"-";"104";"-";"-";"-";"-";"235";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"-";"-";"-";"306";"62";"68";"-";"109";"-";"27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Várzea Branca (PI)";"-";"-";"...";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
