"Município";"Abacate";"Abacaxi*";"Açaí";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Alho";"Amendoim (em casca)";"Arroz (em casca)";"Aveia (em grão)";"Azeitona";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Borracha (látex coagulado)";"Borracha (látex líquido)";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Cana-de-açúcar";"Cana para forragem";"Caqui";"Castanha de caju";"Cebola";"Centeio (em grão)";"Cevada (em grão)";"Chá-da-índia (folha verde)";"Coco-da-baía*";"Dendê (cacho de coco)";"Erva-mate (folha verde)";"Ervilha (em grão)";"Fava (em grão)";"Feijão (em grão)";"Figo";"Fumo (em folha)";"Girassol (em grão)";"Goiaba";"Guaraná (semente)";"Juta (fibra)";"Laranja";"Limão";"Linho (semente)";"Maçã";"Malva (fibra)";"Mamão";"Mamona (baga)";"Mandioca";"Manga";"Maracujá";"Marmelo";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Palmito";"Pera";"Pêssego";"Pimenta-do-reino";"Rami (fibra)";"Sisal ou agave (fibra)";"Soja (em grão)";"Sorgo (em grão)";"Tangerina";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Piracuruca (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"243";"-";"-";"972";"-";"-";"-";"...";"-";"-";"-";"-";"...";"82";"...";"-";"560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"792";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"670";"-";"-";"-";"-";"-";"4572";"-";"-";"-";"-";"-";"-";"-";"6979";"-";"-";"-";"-";"-";"-";"-";"-"
"Piripiri (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"331";"-";"-";"255";"-";"-";"-";"...";"-";"-";"-";"-";"...";"99";"...";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"47";"3074";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"819";"162";"-";"-";"431";"-";"960";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1514";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"5";"-";"-";"-";"-";"-";"-";"-";"-";"-";"131";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200";"-";"-";"-";"-";"-";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Porto Alegre do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16";"91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"138";"-";"-";"-";"-";"-";"4715";"-";"-";"-";"-";"-";"-";"-";"8266";"442";"-";"-";"-";"-";"-";"-";"-"
"Prata do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"56";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"10";"45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"108";"-";"-";"-";"120";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Queimada Nova (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"311";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"112";"-";"-";"-";"-";"-";"111";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Redenção do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"39";"-";"-";"120";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"685";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"405";"-";"-";"-";"900";"-";"5321";"-";"-";"-";"-";"-";"-";"-";"13019";"-";"-";"-";"-";"-";"-";"-";"-"
"Regeneração (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2230";"-";"-";"332";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"16";"305";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"522";"-";"-";"-";"-";"-";"13726";"-";"-";"-";"-";"-";"-";"-";"153872";"2659";"-";"-";"-";"-";"-";"-";"-"
"Riacho Frio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"370";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"99";"-";"-";"-";"-";"-";"156";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeira do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"23";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"54";"-";"228";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ribeiro Gonçalves (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1069";"-";"-";"450";"-";"-";"-";"...";"-";"-";"-";"-";"...";"642";"...";"-";"100";"-";"-";"-";"-";"-";"-";"-";"-";"16";"4485";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"-";"-";"234";"-";"-";"-";"-";"-";"300406";"-";"-";"-";"-";"-";"-";"-";"857416";"8087";"-";"-";"-";"-";"-";"-";"-"
"Rio Grande do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"28";"-";"-";"141";"-";"-";"-";"...";"-";"-";"-";"-";"...";"81";"...";"-";"88";"-";"-";"-";"-";"-";"-";"-";"-";"40";"395";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"95";"-";"-";"-";"780";"-";"648";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"86";"...";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"385";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"-";"-";"713";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Cruz dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"329";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34";"-";"-";"-";"-";"-";"824";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Filomena (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5577";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"152";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"49";"2900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"103";"-";"-";"-";"-";"-";"201612";"-";"-";"-";"-";"-";"-";"-";"684004";"6426";"-";"-";"-";"-";"-";"-";"-"
"Santa Luz (PI)";"-";"-";"-";"...";"-";"-";"-";"11";"35";"-";"-";"1658";"-";"-";"-";"...";"-";"-";"-";"-";"...";"60";"...";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"196";"1623";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"203";"-";"-";"-";"-";"-";"1639";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santana do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6903";"-";"-";"-";"-";"-";"604";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santa Rosa do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"180";"-";"-";"87";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"36";"392";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"122";"-";"21";"-";"-";"-";"1560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio de Lisboa (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2498";"32";"-";"-";"-";"-";"-";"-";"-";"-";"1380";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"432";"-";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Antônio dos Milagres (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"119";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"8";"87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"-";"196";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Santo Inácio do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"262";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Braz do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"460";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4045";"-";"-";"-";"-";"-";"804";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Félix do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"129";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"9";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"213";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Francisco de Assis do Piauí (PI)";"-";"-";"-";"...";"-";"18";"-";"-";"8";"-";"-";"66";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"338";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"144";"25";"-";"-";"-";"-";"267";"-";"-";"-";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-"
"São Francisco do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"897";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"84";"-";"-";"-";"-";"-";"656";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Gurguéia (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"1010";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"-";"431";"-";"-";"-";"-";"-";"-";"-";"5596";"-";"-";"-";"-";"-";"-";"-";"-"
"São Gonçalo do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"256";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"132";"-";"-";"-";"-";"-";"-";"-";"-";"8";"161";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"156";"-";"-";"-";"-";"-";"4437";"-";"-";"-";"-";"-";"-";"-";"29573";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Canabrava (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"28";"...";"-";"226";"-";"-";"-";"-";"-";"-";"-";"-";"-";"559";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1800";"-";"-";"-";"-";"-";"1584";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Fronteira (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"108";"...";"-";"40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"794";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"259";"-";"-";"-";"-";"-";"164";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Serra (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"304";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"203";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"43";"-";"-";"-";"-";"-";"382";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João da Varjota (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"180";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"304";"-";"-";"-";"-";"-";"328";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Arraial (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"330";"-";"-";"58";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"10";"225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"244";"-";"-";"-";"-";"-";"221";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São João do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"456";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"210";"-";"-";"-";"-";"143";"-";"-";"-";"96";"-";"-";"-";"-";"-";"-";"-";"-";"-";"324";"-";"-";"-";"96";"-";"546";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"200"
"São José do Divino (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"397";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"560";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"182";"-";"-";"-";"-";"-";"772";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Peixe (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"30";"-";"-";"-";"-";"-";"-";"-";"-";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"37";"-";"-";"-";"-";"-";"852";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São José do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"5";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"274";"-";"-";"-";"-";"-";"-";"-";"-";"-";"996";"-";"-";"-";"-";"-";"-";"-";"64";"-";"-";"-";"-";"-";"6300";"-";"-";"-";"-";"-";"3831";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Julião (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"499";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"193";"-";"-";"-";"-";"-";"431";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Lourenço do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"325";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"513";"-";"-";"-";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Luis do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"156";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"154";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"1512";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel da Baixa Grande (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"397";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"26";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"2087";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Fidalgo (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"124";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"81";"-";"-";"-";"-";"-";"948";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Miguel do Tapuio (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"81";"-";"-";"248";"-";"-";"-";"...";"-";"-";"-";"-";"...";"1083";"...";"-";"104";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1257";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"343";"-";"-";"-";"-";"-";"1847";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Pedro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"883";"-";"-";"148";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"42";"-";"-";"-";"-";"-";"-";"-";"-";"51";"314";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"75";"-";"-";"-";"375";"-";"1248";"-";"-";"-";"-";"-";"-";"-";"1367";"-";"-";"-";"-";"-";"-";"-";"-"
"São Raimundo Nonato (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5249";"-";"-";"-";"-";"-";"141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Barros (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"25";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"645";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"248";"-";"-";"-";"-";"-";"985";"-";"-";"-";"-";"-";"-";"-";"6328";"-";"-";"-";"-";"-";"-";"-";"-"
"Sebastião Leal (PI)";"-";"-";"-";"...";"-";"44077";"-";"-";"4277";"-";"-";"90";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"-";"115619";"-";"-";"-";"-";"-";"-";"-";"347213";"3675";"-";"-";"-";"-";"-";"-";"-"
"Sigefredo Pacheco (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"78";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1153";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"137";"-";"-";"-";"815";"-";"3783";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Simões (PI)";"-";"-";"-";"...";"-";"105";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"192";"-";"-";"-";"125";"-";"-";"-";"-";"-";"-";"-";"-";"-";"40800";"-";"-";"-";"95";"-";"324";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"263";"-";"-";"-";"-";"-"
"Simplício Mendes (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1";"-";"-";"607";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"580";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"398";"-";"-";"-";"-";"-";"764";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Socorro do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"17";"-";"-";"78";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"217";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"54";"-";"-";"-";"-";"-";"2085";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Sussuapara (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"2074";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"14";"-";"-";"-";"-";"192";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"168";"-";"-";"-";"146";"-";"235";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tamboril do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2";"-";"-";"60";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"-";"792";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Tanque do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"...";"-";"...";"-";"90";"-";"-";"-";"-";"-";"-";"-";"-";"750";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"245";"-";"-";"-";"-";"-";"374";"-";"-";"-";"-";"-";"-";"-";"12287";"-";"-";"-";"-";"-";"-";"-";"-"
"Teresina (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"2127";"-";"-";"730";"-";"-";"-";"...";"-";"-";"-";"-";"...";"27568";"...";"-";"258";"-";"-";"-";"-";"1792";"-";"-";"-";"19";"612";"-";"-";"-";"149";"-";"-";"808";"-";"-";"-";"-";"-";"-";"814";"470";"-";"-";"750";"-";"1573";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"União (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"1584";"-";"-";"104";"-";"-";"-";"...";"-";"-";"-";"-";"...";"76825";"...";"-";"80";"-";"-";"-";"-";"42";"-";"-";"-";"17";"1264";"-";"-";"-";"-";"-";"-";"264";"-";"-";"-";"-";"-";"-";"480";"324";"-";"-";"960";"-";"3069";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Uruçuí (PI)";"-";"-";"-";"...";"-";"26879";"-";"-";"3171";"-";"-";"97";"-";"-";"-";"...";"-";"-";"-";"-";"...";"132";"...";"-";"237";"-";"-";"-";"-";"-";"-";"-";"-";"68";"4141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"339";"-";"-";"-";"288";"-";"908872";"-";"-";"-";"-";"-";"-";"-";"1479765";"11244";"-";"-";"-";"-";"-";"-";"-"
"Valença do Piauí (PI)";"-";"-";"-";"...";"-";"-";"-";"-";"26";"-";"-";"4357";"-";"-";"-";"...";"-";"-";"-";"-";"...";"438";"...";"-";"508";"-";"-";"-";"-";"840";"-";"-";"-";"-";"187";"-";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"-";"-";"1298";"101";"128";"-";"175";"-";"390";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
